participant_ID,condition,voice,n_trials,n_hits,mean_RT_IR,hit_rate,corrected_mem_score,condition_voice
392,HL,Active,4,3,1510.3333333333333,0.75,0.583,HL_Active
392,HL,Passive,4,4,1883.0,1.0,0.833,HL_Passive
392,LH,Active,4,3,1771.3333333333333,0.75,0.583,LH_Active
392,LH,Passive,4,4,1645.75,1.0,0.833,LH_Passive
392,LL,Active,4,3,1712.3333333333333,0.75,0.583,LL_Active
392,LL,Passive,4,4,2269.5,1.0,0.833,LL_Passive
395,HH,Active,4,3,1829.0,0.75,0.583,HH_Active
395,HH,Passive,4,3,2045.0,0.75,0.583,HH_Passive
395,HL,Active,4,4,2100.0,1.0,0.833,HL_Active
395,HL,Passive,4,3,2217.3333333333335,0.75,0.583,HL_Passive
395,LH,Active,4,3,2071.0,0.75,0.583,LH_Active
395,LH,Passive,4,4,1791.0,1.0,0.833,LH_Passive
395,LL,Active,4,4,1618.75,1.0,0.833,LL_Active
395,LL,Passive,4,2,1598.5,0.5,0.33299999999999996,LL_Passive
396,HH,Active,4,3,2076.3333333333335,0.75,0.583,HH_Active
396,HH,Passive,4,4,1576.25,1.0,0.833,HH_Passive
396,HL,Active,4,4,2036.0,1.0,0.833,HL_Active
396,HL,Passive,4,4,1567.0,1.0,0.833,HL_Passive
396,LH,Active,4,4,1272.75,1.0,0.833,LH_Active
396,LH,Passive,4,4,1372.25,1.0,0.833,LH_Passive
396,LL,Active,4,4,1595.5,1.0,0.833,LL_Active
396,LL,Passive,4,3,1782.3333333333333,0.75,0.583,LL_Passive
397,HH,Active,4,4,1999.25,1.0,0.833,HH_Active
397,HH,Passive,4,3,2544.0,0.75,0.583,HH_Passive
397,HL,Active,4,4,2044.0,1.0,0.833,HL_Active
397,HL,Passive,4,3,2596.0,0.75,0.583,HL_Passive
397,LH,Active,4,4,1650.0,1.0,0.833,LH_Active
397,LH,Passive,4,3,2085.3333333333335,0.75,0.583,LH_Passive
397,LL,Active,4,4,1911.0,1.0,0.833,LL_Active
397,LL,Passive,4,3,2635.0,0.75,0.583,LL_Passive
398,HH,Active,4,4,1364.75,1.0,0.833,HH_Active
398,HH,Passive,4,4,1167.5,1.0,0.833,HH_Passive
398,HL,Active,4,3,1422.6666666666667,0.75,0.583,HL_Active
398,HL,Passive,4,4,1379.5,1.0,0.833,HL_Passive
398,LH,Active,4,3,2071.3333333333335,0.75,0.583,LH_Active
398,LH,Passive,4,4,1081.25,1.0,0.833,LH_Passive
398,LL,Active,4,2,1335.0,0.5,0.33299999999999996,LL_Active
398,LL,Passive,4,3,1557.0,0.75,0.583,LL_Passive
